Diagram-ID,Image-Path,Category-of-Image,Modified-Alt-Text
248,images/page0467_img000.jpeg,Waves/Fields,"Graph showing carrier wave, audio signal, and resulting frequency modulated wave."
249,images/page0467_img001.jpeg,Waves/Fields,"Graph showing carrier wave, audio signal, and resulting amplitude modulated wave."
250,images/page0467_img002.jpeg,Technology,"Illustration of extremely low frequency radio wave emitted from a submarine traveling upward through water."
Here is the **full text version (251–354)** with your corrected categories applied:

251,images/page0469_img000.jpeg,Waves/Fields,"Two photographs of tall radio transmission towers, one lattice tower near trees and another steel tower with circular antenna structure at the top."
252,images/page0470_img000.jpeg,Waves/Fields,"False color image of a planetary surface showing temperature variations in infrared or radar mapping."
253,images/page0473_img000.jpeg,Waves/Fields,"Circular color map of ozone concentration over Antarctica with a central region indicating ozone depletion."
254,images/page0474_img000.jpeg,Waves/Fields,"Diagram showing an incoming electron interacting with atoms and emitting X ray radiation after scattering."
255,images/page0474_img001.jpeg,Waves/Fields,"Atomic model diagrams showing electron transitions that produce X ray emission."
256,images/page0475_img000.jpeg,Technology,"Medical chest X ray image showing ribs, lungs, and implanted electronic medical device."
257,images/page0476_img000.jpeg,Technology,"Full body nuclear medicine scan showing skeletal structure and tracer distribution."
258,images/page0479_img000.jpeg,Optics,"Diagram showing reflection of light from a surface illustrating the law of reflection."
259,images/page0479_img001.jpeg,Optics,"Diagram showing incident light reflecting from a surface with multiple rays indicating reflection behavior."
260,images/page0479_img003.jpeg,Optics,"Diagram showing incident and reflected rays with normal to surface illustrating law of reflection angles."
261,images/page0480_img000.jpeg,Optics,"Ray diagram showing image formation in a plane mirror with observer and reflected rays."
262,images/page0480_img001.jpeg,Optics,"Photograph of sun reflecting off water surface demonstrating reflection of light."
263,images/page0482_img000.jpeg,Optics,"Diagram illustrating apparent position of object in water due to refraction."
264,images/page0483_img000.jpeg,Optics,"Diagram of rotating mirror experiment for measuring speed of light."
265,images/page0485_img000.jpeg,Optics,"Diagram showing refraction of light between sidewalk and grass analogy."
266,images/page0487_img001.jpeg,Optics,"Photograph showing natural rainbow and prism dispersion comparison."
267,images/page0488_img000.jpeg,Optics,"Diagram showing dispersion of white light through a glass prism."
268,images/page0489_img000.jpeg,Optics,"Diagram and photograph showing formation of rainbow from refraction and reflection of sunlight in raindrops."
269,images/page0489_img001.jpeg,Optics,"Diagram showing dispersion of sunlight in a water droplet producing spectrum."
270,images/page0491_img000.jpeg,Optics,"Ray diagram showing light passing through converging lens and focusing at focal point."
271,images/page0492_img000.jpeg,Optics,"Diagram showing magnifying glass focusing sunlight to ignite material."
272,images/page0493_img001.jpeg,Optics,"Ray diagram showing light refraction through diverging lens and focal points."
273,images/page0494_img001.jpeg,Optics,"Comparison of converging and diverging lens focal points using parallel rays."
274,images/page0495_img000.jpeg,Optics,"Step by step ray tracing diagram showing image formation by converging lens."
275,images/page0496_img000.jpeg,Optics,"Diagram comparing a camera lens focusing an image onto a sensor and rays entering the human eye forming an image on the retina."
276,images/page0497_img000.jpeg,Optics,"Ray diagram showing a converging lens focusing light from a light bulb onto a screen with object and image distances labeled."
277,images/page0498_img000.jpeg,Optics,"Two photographs showing a person using a small lens and a magnifying glass to enlarge the appearance of an object."
278,images/page0499_img000.jpeg,Optics,"Ray diagrams illustrating image formation by a converging lens for different object positions."
279,images/page0500_img000.jpeg,Optics,"Ray diagram showing image formation by a diverging lens with focal length and image distance labeled."
280,images/page0503_img000.jpeg,Optics,"Ray diagram showing reflection in a flat mirror with object and virtual image distances labeled."
281,images/page0504_img000.jpeg,Optics,"Ray diagram showing parallel rays reflecting from a convex mirror diverging from a focal point behind the mirror."
282,images/page0504_img001.jpeg,Optics,"Diagram comparing concave and convex mirrors showing reflected parallel rays and focal points."
283,images/page0505_img000.jpeg,Optics,"Ray diagram showing image formation by a concave mirror with object distance and image distance labeled."
284,images/page0507_img000.jpeg,Optics,"Ray diagram and photograph showing a concave mirror producing a magnified upright image as seen in a cosmetic mirror."
285,images/page0507_img001.jpeg,Optics,"Photograph of a long parabolic solar reflector concentrating sunlight along a central receiver structure."
286,images/page0508_img000.jpeg,Optics,"Ray diagram and photograph showing a convex mirror forming a wide field of view image used for surveillance."
287,images/page0510_img000.jpeg,Optics,"Diagram showing polarization of light with electric field oscillations filtered by a polarizing sheet."
288,images/page0510_img002.jpeg,Optics,"Two photographs comparing glare on water surface with and without polarization filtering."
289,images/page0511_img000.jpeg,Optics,"Series of diagrams showing light passing through multiple polarizing filters at different orientations."
290,images/page0511_img001.jpeg,Optics,"Diagram showing electric field components of light after passing through a single polarizing filter."
291,images/page0511_img002.jpeg,Optics,"Diagram illustrating randomly oriented electric field vectors representing unpolarized light."
292,images/page0512_img000.jpeg,Optics,"Molecular model showing alignment of long molecules in a polarizing material."
293,images/page0512_img001.jpeg,Optics,"Diagram showing partial polarization of light reflected from a glass surface."
294,images/page0513_img000.jpeg,Optics,"Diagram showing scattering of unpolarized sunlight by molecules producing polarized light in different directions."
295,images/page0513_img001.jpeg,Optics,"Diagram showing anisotropic molecules in a polarizing material responding differently to electric field directions."
296,images/page0514_img000.jpeg,Optics,"Diagram of LCD display using polarized light rotation with and without applied voltage, with laptop example."
297,images/page0515_img001.jpeg,Optics,"Photograph of stress-induced birefringence in a transparent material viewed between crossed polarizers."
298,images/page0515_img002.jpeg,Optics,"Diagram showing optically active material rotating polarization between polarizer and analyzer."
299,images/page0518_img000.jpeg,Optics,"Photograph of liquid crystal thermometer strip indicating temperature by reflected color."
300,images/page0526_img000.jpeg,Graphs,"Graph of blackbody radiation curves at different temperatures showing UV, visible, and infrared regions."
301,images/page0527_img000.jpeg,Others,"Historical photograph of scientist working at desk associated with development of quantum theory."
302,images/page0529_img001.jpeg,Others,"Diagram of photoelectric effect apparatus with light source, vacuum tube, and measuring instruments."
303,images/page0531_img000.jpeg,Graphs,"Graph showing maximum kinetic energy of emitted electrons versus frequency for photoelectric effect."
304,images/page0535_img000.jpeg,Technology,"Diagram of scanning electron microscope and resulting high-resolution micrograph."
305,images/page0537_img001.jpeg,Others,"Electron interference pattern building up from individual electron detections showing wave-particle duality."
306,images/page0542_img000.jpeg,Others,"Photograph of neon discharge tube glowing due to excited gas atoms emitting light."
307,images/page0543_img000.jpeg,Magnetism,"Diagram of velocity selector showing crossed electric and magnetic fields acting on charged particles."
308,images/page0544_img000.jpeg,Others,"Rutherford gold foil experiment showing alpha particle scattering and nuclear atom model."
309,images/page0545_img000.jpeg,Others,"Diagram of atomic spacing illustrating scale of atoms and path of scattered particles."
310,images/page0547_img000.jpeg,Optics,"Spectrometer setup with diffraction grating producing emission spectrum lines."
311,images/page0548_img000.jpeg,Graphs,"Hydrogen spectral series showing Lyman, Balmer, and Paschen wavelengths."
312,images/page0549_img000.jpeg,Others,"Energy level diagram showing electron transition emitting photon."
313,images/page0549_img001.jpeg,Others,"Bohr model circular orbits with photon emission between energy levels."
314,images/page0550_img000.jpeg,Others,"Hydrogen atom energy level diagram labeling Lyman, Balmer, and Paschen series."
315,images/page0553_img000.jpeg,Waves/Fields,"Standing wave condition for electron orbits showing constructive and destructive interference."
316,images/page0554_img000.jpeg,Waves/Fields,"Electron probability cloud for hydrogen ground state showing most probable radius."
317,images/page0554_img001.jpeg,Waves/Fields,"Wave representation of electron orbit illustrating de Broglie wavelength fitting condition."
318,images/page0565_img000.jpeg,Others,"Portrait photograph of Albert Einstein."
319,images/page0566_img000.jpeg,Others,"Calculator and notes representing practical calculations in modern physics."
320,images/page0571_img000.jpeg,Waves/Fields,"Light clock thought experiment illustrating time dilation for moving observer."
321,images/page0573_img000.jpeg,Waves/Fields,"Moving muon example showing time dilation between proper time and observed time."
322,images/page0578_img000.jpeg,Waves/Fields,"Muon travel distance in atmosphere demonstrating relativistic time dilation."
323,images/page0579_img000.jpeg,Waves/Fields,"Length contraction example for spaceship traveling between Earth and Alpha Centauri."
324,images/page0580_img000.jpeg,Waves/Fields,"Electric and magnetic field transformation around moving charge."
325,images/page0582_img000.jpeg,Mechanics,"Kayaker paddling in river illustrating motion through fluid and relative velocity."
326,images/page0584_img000.jpeg,Waves/Fields,"Laser light emitted from moving spacecraft demonstrating invariance of speed of light."
327,images/page0585_img000.jpeg,Mechanics,"Relativistic velocity addition showing canister speed toward and away from Earth."
328,images/page0590_img000.jpeg,Work and Energy,"Relativistic momentum increasing rapidly as speed approaches speed of light."
329,images/page0596_img000.jpeg,Work and Energy,"Relativistic kinetic energy compared with classical kinetic energy versus speed."
330,images/page0614_img000.jpeg,Magnetism,"Charged particle deflection in magnetic field separating alpha beta and gamma radiation."
331,images/page0616_img000.jpeg,Properties of Matter,"Penetration of alpha beta gamma radiation through different materials."
332,images/page0619_img000.jpeg,Properties of Matter,"Geiger counter device and ionization chamber detecting radiation."
333,images/page0620_img000.jpeg,Properties of Matter,"Scintillation detector using photomultiplier tube for radiation detection."
334,images/page0625_img000.jpeg,Graphs,"Chart of stable and unstable nuclei showing neutron to proton ratio."
335,images/page0628_img000.jpeg,Others,"Radioactive decay series showing alpha and beta decay path to stable lead."
336,images/page0632_img000.jpeg,Others,"Beta plus decay converting proton into neutron emitting positron and neutrino."
337,images/page0636_img000.jpeg,Graphs,"Exponential radioactive decay curve illustrating half life intervals."
338,images/page0638_img000.jpeg,Technology,"Radiographic image comparison of object using penetrating radiation."
339,images/page0644_img000.jpeg,Technology,"Gamma camera imaging system using scintillator and photomultiplier tubes."
340,images/page0648_img000.jpeg,Others,"Ionization density comparison for alpha beta gamma radiation in cells."
341,images/page0655_img000.jpeg,Graphs,"Binding energy per nucleon curve showing fusion and fission energy regions."
342,images/page0656_img001.jpeg,Others,"Nuclear potential energy showing strong nuclear attraction and Coulomb repulsion."
343,images/page0668_img001.jpeg,Technology,"Implosion type nuclear device using plutonium and explosive lenses."
344,images/page0669_img000.jpeg,Technology,"Thermonuclear device structure with fusion fuel and fission trigger."
345,images/page0670_img000.jpeg,Graphs,"Energy distribution comparison of conventional nuclear and neutron bombs."
346,images/page0674_img000.jpeg,Waves/Fields,"Feynman diagram showing particle interaction via virtual photon."
347,images/page0674_img001.jpeg,Waves/Fields,"Photon interacting with charged particles causing pair production and scattering."
348,images/page0675_img000.jpeg,Waves/Fields,"Feynman diagram showing nucleon interaction via virtual particle exchange."
349,images/page0676_img000.jpeg,Others,"Black and white portrait of physicist associated with particle physics research."
350,images/page0684_img000.jpeg,Others,"Color photograph of elderly physicist standing indoors wearing glasses and jacket."
351,images/page0686_img000.jpeg,Waves/Fields,"Electron positron interaction via neutral Z boson producing neutrinos."
352,images/page0687_img000.jpeg,Waves/Fields,"Quark exchange between proton and neutron mediated by pion."
353,images/page0687_img001.jpeg,Waves/Fields,"Color charge combinations showing gluon exchange in quantum chromodynamics."
354,images/page0688_img000.jpeg,Graphs,"Graph showing unification of fundamental forces versus energy scale."
355,images/page0689_img000.jpeg,,
356,images/page0691_img000.jpeg,,
357,images/page0693_img000.jpeg,,
358,images/page0694_img000.jpeg,,
